0	4	0.19709166336416079
0	5	0.8489836675972208
0	9	0.9557590601320392
1	0	0.34104721360393825
1	1	1.8227856235247601
1	2	0.9981550452496772
1	3	1.2828249756117234
1	6	2.7378091886935607
1	7	1.6461041216521601
1	10	0.9954720709846336
1	11	1.2971346247799846
2	1	0.6244994592678296
2	3	0.4395050593254285
2	6	0.9379931111215498
2	7	0.5639671065006925
2	11	0.4444076480075858
4	9	0.31549487394245335
5	0	0.16289228293071217
5	1	0.8706058858291787
5	2	0.4767426548405927
5	3	0.6127078027401769
5	6	1.307642963161348
5	7	0.7862185868170329
5	10	0.47546120234473727
5	11	0.6195424324570541
6	9	0.24142355990070163
7	6	0.3112323991058097
